"","model_numbers","hidden","rate","l1","epochs","train_error","test_error","train_mse","test_mse","activation","input_dropout_ratio","mse_errors","mean_per_class_error","nesterov_accelerated_gradient"
"5",0,"100, 100",0.005,0,8.08618164530299,0,0.0500883534136546,0.000781061602362995,0.0449052474726409,"Rectifier",0,0.000781061602362995,0,TRUE
"4",1,"100, 100",0.005,0,10.6173241324513,0.0229945054945055,0.054136546184739,0.0181714165769283,0.0444503743429411,"RectifierWithDropout",0,0.0181714165769283,0.0229945054945055,TRUE
"6",2,"150, 150",0.005,0,7.1243741363705,5e-04,0.0440883534136546,0.000410916714163428,0.0448533144109557,"Rectifier",0,0.000410916714163427,5e-04,TRUE
"3",3,"150, 150",0.005,0,10.713053783999,0.0154925074925075,0.0520642570281124,0.0129643318064333,0.0476922768980294,"RectifierWithDropout",0,0.0129643318064333,0.0154925074925075,TRUE
"8",4,"100, 100",0.005,0,7.73051390903739,0,0.0541686746987952,0.000522405023084361,0.0491668782332354,"Rectifier",0,0.000522405023084361,0,FALSE
"1",5,"100, 100",0.005,0,10.7155947304829,0.0234885114885115,0.0600963855421687,0.0183719409748469,0.0520084655548525,"RectifierWithDropout",0,0.0183719409748469,0.0234885114885115,FALSE
"7",6,"150, 150",0.005,0,6.65186830170916,0,0.0561285140562249,1.97449839265138e-05,0.0560192778059952,"Rectifier",0,1.97449839265138e-05,0,FALSE
"2",7,"150, 150",0.005,0,10.5333228091366,0.016493006993007,0.0520803212851406,0.0148761834168505,0.045721064935983,"RectifierWithDropout",0,0.0148761834168506,0.016493006993007,FALSE
